date,latitude,longitude,temperature,precipitation,co
2020-04-10,41.0814979828767,-14.612397451859751,,,0.03421427308431297
2020-04-10,59.624166901998336,6.758518046419572,6.152857142857158,,0.03159814561253971
2020-04-10,71.82254933422438,-19.5622412268413,,,0.03358377525558222
2020-04-10,71.84756888284386,-16.64805000486311,,,0.03383581267529227
2020-04-10,55.03814270938348,8.32245112283257,,,0.03570200849783024
2020-04-10,67.94176645776452,6.129096138572489,,,0.03311303277533241
2020-04-10,70.99727552136845,15.94638953509683,,,0.03413698614822503
2020-04-10,59.975740500398366,-14.071496876200788,,,0.0349870049934625
2020-04-10,63.09167404262019,16.596989565092375,10.475714285714332,,0.033180211318013346
2020-04-10,61.73690550551387,-18.51327010607062,,,0.03438389723272739
2020-04-10,67.42923487559447,-15.567086154912738,,,0.03450302121570667
2020-04-10,52.96296618869606,4.71984401059813,,,0.035852673371999016
2020-04-10,60.813863040409245,33.21312662259146,15.255714285714305,,0.03412802600023238
2020-04-10,69.92389774077004,18.878976476447445,0.7071428571429124,,0.03353412625338566
2020-04-10,57.039791564974315,-13.063053016494221,,,0.03510111260916085
2020-04-10,45.10883653847349,-12.838145208855293,,,0.03377656794189259
2020-04-10,44.61494319352659,8.594536864525486,23.467142857142903,3.0607945919036865,0.03407727288412719
2020-04-10,37.57222166043886,-20.3916998728148,,,0.034903375446970517
2020-04-10,65.62601484907813,36.66218679972061,,,0.035917787884625976
2020-04-10,60.92770786238945,10.158781882957408,14.707142857142912,,0.032190697359322604
2020-04-10,41.14744176896441,-22.440543850031364,,,0.03494505249700095
2020-04-10,53.8841872100578,34.19455473129474,15.810000000000002,,0.03363631023495263
2020-04-10,41.13904589588496,36.050106434610754,23.22142857142859,1.391910433769226,0.03231507979339715
2020-04-10,46.92039974977592,25.277299834542525,17.156666666666695,1.9546562433242798,0.032704915336666134
2020-04-10,48.09096725835537,-22.106455006895473,,,0.03369551798592582
2020-04-10,69.86577065374772,15.33108436562136,,,0.034237040829263016
2020-04-10,45.58907102004116,23.41041650733503,14.690000000000055,2.2100729942321777,0.029341244835959984
2020-04-10,42.36851319755179,-19.93385789244506,,,0.03266164246110628
2020-04-10,69.92453298998211,-10.131405555288698,,,0.03382831330751454
2020-04-10,55.99367553454637,6.667311242924828,,,0.03319540783668744
2020-04-10,55.615767099415834,24.23994452003755,17.084285714285727,,0.03431953730286743
2020-04-10,43.06823983527582,33.15688259334209,,0.8687491416931152,0.03439831265406848
2020-04-10,54.94999834323081,-18.449171491715305,,,0.03533256980983454
2020-04-10,50.85211664338491,21.58341197958451,22.95285714285717,,0.03623297677301029
2020-04-10,45.60252989605797,-18.50005777797683,,,0.03249388144040963
2020-04-10,52.497019738380956,-4.681159407239343,,,0.03373620550380884
2020-04-10,40.077153125773144,-20.00172469776815,,,0.03396656903355942
2020-04-10,59.63579055513105,5.905168007463273,12.121428571428623,,0.03352890790711637
2020-04-10,59.3975753462532,37.85559476815193,14.31666666666672,,0.0349972071083784
2020-04-10,43.448714541551524,19.3683646516515,17.772857142857163,3.3261585235595703,0.03166719975290514
2020-04-10,56.93891189094946,23.028889313373085,18.9071428571429,,0.0347894010150036
2020-04-10,47.671567723271565,19.040377295258857,22.164285714285768,1.6626726388931274,0.03482530697738883
2020-04-10,47.17401603878051,39.05492791512013,,0.7124766707420349,0.03600848005230021
2020-04-10,47.74562533716029,37.63962233639534,25.03000000000003,1.9835253953933716,0.03645258446099436
2020-04-10,65.89798725684214,6.935918067130041,,,0.033521379997587995
2020-04-10,60.37983717905991,-4.961264044471902,,,0.03474023984892152
2020-04-10,54.368413536269074,-1.6379663318625648,20.695714285714303,,0.03427453676669487
2020-04-10,38.65859122743843,23.523165390439903,22.81857142857143,0.7515039443969727,0.03329601452624999
2020-04-10,53.187948605661646,18.143167283193648,18.678571428571445,,0.03587236100387751
2020-04-10,46.72575591753174,-17.082413220452967,,,0.033631849899833303
2020-06-09,53.30286175980777,-15.706023171511276,,,0.02785795093011248
2020-06-09,44.11660546204585,-12.158730610768222,,,0.027702686666771604
2020-06-09,42.480125162494666,-8.40621582872699,28.14250000000004,1.0311670303344727,0.025900193869738342
2020-06-09,35.811972157578495,38.704299069260976,49.057500000000005,0.0,0.03045648781534547
2020-06-09,67.72960843065339,-10.648450524709054,,,0.026551485505253585
2020-06-09,41.84830107562277,21.311817295931064,26.515000000000043,2.5068068504333496,0.0259674423435622
2020-06-09,39.96546307931823,19.866447651743346,,,0.02980660529385193
