date,latitude,longitude,temperature,precipitation,co
2020-04-10,-13.959326192050758,128.38739385053722,,,0.02606273360992832
2020-04-10,-18.262611770319825,147.75195488983863,,,0.02350437604636727
2020-04-10,-13.092904783585942,155.17188995747782,,,0.022548318534347293
2020-04-10,-30.100017554362278,140.57923393538184,22.510000000000048,0.39801087975502014,0.02220071297745548
2020-04-10,-19.258648882586265,166.35201253870545,,,0.021660531464765122
2020-04-10,-13.313022702878115,130.69752629323185,32.06714285714287,0.9160246253013611,0.02696186244027968
2020-04-10,-44.829958763694535,117.38920789483058,,,0.019425728745693083
2020-04-10,-13.41798229491767,131.34534886047896,34.06142857142862,0.3986417353153229,0.025661333878823057
2020-04-10,-12.658610766575588,142.18652963785593,27.853333333333353,1.2588789463043213,0.02281200336658729
2020-04-10,-39.250143964472315,130.71814840174943,,,0.020220638180554626
2020-04-10,-34.59167232506338,161.25549950684703,,,0.019627007499634204
2020-04-10,-12.08169129860877,116.2503962685424,,,0.02819933252862357
2020-04-10,-33.867531001597314,177.3736553821135,,,0.020026096924514826
2020-04-10,-38.561274302328286,178.73484676807124,,,0.020109057093145186
2020-04-10,-28.612567828676468,126.72454548812755,26.201428571428607,0.35554468631744385,0.021238303729152794
2020-04-10,-13.602712772743086,160.106407832655,,,0.022825674434278024
2020-04-10,-47.47059289173791,157.58604924439172,,,0.019425170403713027
2020-04-10,-40.61793156897862,112.77974359316703,,,0.019845459924084326
2020-04-10,-25.519497676455394,150.85803830157687,25.241428571428628,0.8827605843544006,0.021706605490670796
2020-04-10,-35.04764812303213,173.63478428593385,17.02428571428578,3.062731981277466,0.020141628361233357
2020-04-10,-25.168507537736275,141.76227620134551,29.044285714285763,0.27382686734199524,0.021935598057010276
2020-04-10,-46.291642926914,166.68848577778886,,,0.01924488468071664
2020-04-10,-13.753626491630767,140.31198944062064,,,0.024657255810245415
2020-04-10,-19.205201857524337,152.95059734193177,,,0.023165256970430134
2020-04-10,-48.169565242793624,125.85540239215209,,,0.018488981873841893
2020-04-10,-35.61226606287552,164.5598736288829,,,0.019436547681833328
2020-04-10,-18.308324042500168,155.52330085230219,,,0.02319327202579785
2020-04-10,-31.897351289910564,117.5850837843011,21.88714285714292,0.8844635486602783,0.021447585767988667
2020-04-10,-11.205185260687676,111.58993908234896,,,0.02771581831431562
2020-04-10,-46.23294015788946,156.24117014639518,,,0.01963230254268079
2020-04-10,-43.74949166195173,159.99421945638846,,,0.019983344386889194
2020-04-10,-34.53095277043906,112.54415243043248,,,0.02174664379644355
2020-04-10,-30.080194136029,178.84581102256342,,,0.021660990706905164
2020-04-10,-16.800806928482118,120.83803270695532,,,0.026459117779121424
2020-04-10,-26.153699928796758,161.51374143239488,,,0.023214537973361024
2020-04-10,-50.86493827892578,171.21562487014558,,,0.018966501984245595
2020-04-10,-48.62933994413024,151.1556678975361,,,0.018782313249067848
2020-04-10,-35.174027409919034,120.74255953010884,,,0.0207064956754904
2020-04-10,-50.45421394696743,158.71897155628082,,,0.019144556302028458
2020-04-10,-12.011561671014283,166.81804540300197,,,0.02356002776714281
2020-04-10,-25.139478750863823,125.01920228866827,30.60142857142864,0.30289432406425476,0.022242001101833137
2020-04-10,-39.84176382727219,120.01293404543456,,,0.02014326223304977
2020-04-10,-13.117983157402175,141.61785194477218,,1.9485491514205933,0.02317840418759104
2020-04-10,-34.21292567755159,173.67154600270223,,,0.019412247080751406
2020-04-10,-48.660617540036526,123.71477373565313,,,0.018581566306059658
2020-04-10,-38.379975530204206,174.07763584274807,,,0.020519745246619453
2020-04-10,-39.78189456730072,120.63659550508625,,,0.02053629039271288
