date,temperature,precipitation,latitude,longitude,co
2020-04-09,37.08804878048784,3.4467921257019043,-16.869937773787296,123.96925580141533,0.026453502753018644
2020-04-09,36.47043478260872,0.44529029726982117,-25.945435415560308,122.69403259279953,0.023854044642767677
2020-04-09,20.232608695652175,2.057309627532959,-37.28931725492663,144.51332577925226,0.020343037083203466
2020-04-09,39.31869565217397,0.548835277557373,-22.89773082332754,136.6970359626019,0.02436285100487329
2020-04-09,39.001304347826135,0.821992814540863,-23.151399306032133,124.64685295411745,0.02424348201636132
2020-04-09,35.914000000000044,1.6445094347000122,-20.950265906899705,147.45479036543887,0.023766153792423396
2020-04-09,36.89833333333337,3.636838912963867,-13.747934865638857,131.9705975456852,0.026064783363895273
2020-04-09,38.56956521739136,0.8038806915283203,-22.54077414100892,119.87243899975454,0.02439483510177143
2020-04-09,37.29173913043485,0.44365888833999634,-26.821139513474275,137.0837140743188,0.02466239475941569
2020-04-09,9.774390243902474,8.053691864013672,-42.276637191567396,171.9976056507241,0.018471180532251427
2020-04-09,40.3804545454546,1.1642879247665405,-18.033920034147805,132.6801371363788,0.024734107588852364
2020-04-09,35.45789473684215,2.723212957382202,-14.306944442284355,125.63046535439916,0.027779444688993033
2020-04-09,33.74085714285718,4.749420166015625,-13.04648677014752,142.10663926693272,0.024296952791450343
2020-04-09,18.096222222222252,2.087672710418701,-44.62711917444259,170.67259715808007,0.019019170989145483
2020-04-09,38.128695652173974,0.9201646447181702,-23.687748700146198,130.29265512305173,0.023352952127616424
2020-04-09,30.29826086956524,0.9629544615745544,-32.09374522052625,134.4269292943664,0.022200474689865798
2020-04-09,36.57347826086959,0.5813503265380859,-26.185588183001258,114.27690347532166,0.02539370190522916
2020-04-09,36.76511111111114,2.269021511077881,-17.535323799163137,122.33557626042948,0.02585546562987787
2020-04-09,37.932222222222265,1.1108078956604004,-24.043430960829404,145.05447253826125,0.024395865018136117
2020-04-09,35.05577777777779,2.5267276763916016,-16.825866621446576,122.6082404163185,0.027042913196269197
2020-04-09,39.22478260869565,0.9343092441558838,-21.769035108425687,125.31109475702964,0.0243746998423407
2020-04-09,32.666888888888934,1.2137681245803833,-26.91914672245168,147.65051762192024,0.023246521859135044
2020-04-09,18.099130434782637,3.57792592048645,-37.82566959864887,145.4230651691958,0.021268385609526316
2020-04-09,37.458372093023286,2.1273863315582275,-16.039511329415003,128.6747293603173,0.025897603358166422
2020-04-09,22.118260869565233,2.5320303440093994,-32.93580956158844,149.2377191603081,0.02078707644000508
2021-04-09,36.56476190476195,2.5552704334259033,-16.869937773787296,123.96925580141533,0.02717888370764087
2021-04-09,35.20826086956521,0.43902260065078735,-25.945435415560308,122.69403259279953,0.022806196595284916
2021-04-09,20.123777777777832,2.114239454269409,-37.28931725492663,144.51332577925226,0.018384483962386487
2021-04-09,38.57000000000005,0.6779086589813232,-22.89773082332754,136.6970359626019,0.023002369575773694
2021-04-09,38.03088888888891,0.572045624256134,-23.151399306032133,124.64685295411745,0.02345027920805356
2021-04-09,34.07488888888889,1.379307508468628,-20.950265906899705,147.45479036543887,0.02236692994155609
2021-04-09,35.75372093023259,2.7580771446228027,-13.747934865638857,131.9705975456852,0.025801649598854184
2021-04-09,38.34304347826088,0.6957504749298096,-22.54077414100892,119.87243899975454,0.023686910686834345
2021-04-09,36.61304347826092,0.47391995787620544,-26.821139513474275,137.0837140743188,0.02269809488674143
2021-04-09,10.038095238095252,10.222497940063477,-42.276637191567396,171.9976056507241,0.017268482977561898
2021-04-09,39.54422222222229,0.8734685182571411,-18.033920034147805,132.6801371363788,0.024555113272114164
2021-04-09,34.11682926829269,2.5639660358428955,-14.306944442284355,125.63046535439916,0.027699378390104876
2021-04-09,32.10538461538465,4.945523262023926,-13.04648677014752,142.10663926693272,0.024044448336693346
2021-04-09,16.577391304347884,2.1892125606536865,-44.62711917444259,170.67259715808007,0.01778648163482499
2021-04-09,36.8513043478261,0.7926685214042664,-23.687748700146198,130.29265512305173,0.022837150664098083
2021-04-09,29.004347826086985,1.0037435293197632,-32.09374522052625,134.4269292943664,0.020622297817953276
2021-04-09,36.353478260869565,0.6017661094665527,-26.185588183001258,114.27690347532166,0.023722438672497348
2021-04-09,36.353111111111104,2.3107388019561768,-17.535323799163137,122.33557626042948,0.02754334913571755
2021-04-09,36.19391304347829,1.0997596979141235,-24.043430960829404,145.05447253826125,0.02270089217789062
2021-04-09,34.549545454545466,1.9197386503219604,-16.825866621446576,122.6082404163185,0.027864258807247258
2021-04-09,38.932222222222265,0.582459568977356,-21.769035108425687,125.31109475702964,0.023834536512523458
2021-04-09,30.043043478260927,1.4782898426055908,-26.91914672245168,147.65051762192024,0.0212905821391673
2021-04-09,18.97347826086957,3.0107975006103516,-37.82566959864887,145.4230651691958,0.019934833422928917
2021-04-09,37.41697674418606,1.5894100666046143,-16.039511329415003,128.6747293603173,0.02610727904840582
2021-04-09,21.13434782608698,2.6788852214813232,-32.93580956158844,149.2377191603081,0.019568507513348366
2022-04-09,34.329024390243944,3.284432888031006,-16.869937773787296,123.96925580141533,0.02595258016542853
2022-04-09,32.58511111111113,0.4497324824333191,-25.945435415560308,122.69403259279953,0.022540687924087068
2022-04-09,18.922093023255854,2.5327916145324707,-37.28931725492663,144.51332577925226,0.017737528203189534
2022-04-09,35.670888888888896,0.7939785718917847,-22.89773082332754,136.6970359626019,0.02258595339051114
2022-04-09,36.20866666666666,0.6126784086227417,-23.151399306032133,124.64685295411745,0.02299854867950633
2022-04-09,31.087674418604706,2.1692452430725098,-20.950265906899705,147.45479036543887,0.022028021690000833
2022-04-09,34.22444444444449,3.7817916870117188,-13.747934865638857,131.9705975456852,0.02568712935412419
2022-04-09,36.25400000000002,0.7981407642364502,-22.54077414100892,119.87243899975454,0.02330494235813528
2022-04-09,36.27844444444446,0.43062442541122437,-26.821139513474275,137.0837140743188,0.023044332877549877
2022-04-09,9.827435897435919,9.835073471069336,-42.276637191567396,171.9976056507241,0.016366534322766302
2022-04-09,36.55190476190478,1.8651937246322632,-18.033920034147805,132.6801371363788,0.02387982000286623
2022-04-09,33.67904761904765,2.4693026542663574,-14.306944442284355,125.63046535439916,0.026533198716868267
2022-04-09,31.575714285714298,6.651491165161133,-13.04648677014752,142.10663926693272,0.023368523228794985
2022-04-09,15.149545454545489,2.2545382976531982,-44.62711917444259,170.67259715808007,0.017249688026133362
2022-04-09,36.81318181818182,0.8774807453155518,-23.687748700146198,130.29265512305173,0.02235048717908879
2022-04-09,27.229111111111138,1.0559090375900269,-32.09374522052625,134.4269292943664,0.02040796390330865
2022-04-09,34.75800000000004,0.5130407214164734,-26.185588183001258,114.27690347532166,0.02346625486558662
2022-04-09,34.45450000000005,3.1548473834991455,-17.535323799163137,122.33557626042948,0.025565937955674477
2022-04-09,31.614545454545464,1.9702517986297607,-24.043430960829404,145.05447253826125,0.022388897065645105
2022-04-09,34.19050000000004,2.3850483894348145,-16.825866621446576,122.6082404163185,0.026728196657028185
